CROPS,SOIL,N,P,K,TEMP,RELATIVE_HUMIDITY,SOIL_PH
sugarcane,brown Loamy soil,184.9,76.8,148.2,24.6,72.3,7.0
sugarcane,clay Loamy soil,191.8,66.9,132.6,23.4,74.3,6.5
sugarcane,black cotton soil,168.7,79.5,137.8,23.3,77.7,6.6
sugarcane,red Loamy soil,164.7,99.4,126.4,22.2,69.1,6.8
sugarcane,brown Loamy soil,152.9,80.3,120.0,24.0,79.4,7.3
sugarcane,clay Loamy soil,170.1,71.7,131.1,26.3,75.7,6.6
sugarcane,black cotton soil,171.1,64.9,132.8,24.9,77.3,7.7
sugarcane,red Loamy soil,176.6,62.8,125.7,23.5,72.9,7.8
sugarcane,brown Loamy soil,158.2,61.5,131.0,24.5,77.7,6.5
sugarcane,clay Loamy soil,180.5,93.7,130.5,25.3,75.6,7.1
sugarcane,black cotton soil,192.2,89.3,146.6,26.5,74.9,7.8
sugarcane,red Loamy soil,161.5,70.4,137.6,26.8,70.7,7.8
sugarcane,brown Loamy soil,177.0,86.6,126.7,21.8,73.4,6.8
sugarcane,clay Loamy soil,191.3,76.3,121.0,23.1,74.6,8.0
sugarcane,black cotton soil,160.5,67.6,129.7,25.2,74.4,6.7
sugarcane,red Loamy soil,174.8,68.6,144.9,24.2,76.4,6.9
sugarcane,brown Loamy soil,178.0,74.7,129.7,23.1,65.6,7.7
sugarcane,clay Loamy soil,177.3,65.1,137.2,21.8,66.9,7.4
sugarcane,black cotton soil,170.0,63.7,134.0,24.9,65.4,7.2
sugarcane,red Loamy soil,199.8,86.0,121.5,23.4,70.2,7.9
sugarcane,brown Loamy soil,177.6,92.5,120.7,23.2,72.4,7.8
sugarcane,clay Loamy soil,156.3,91.6,139.2,26.2,72.8,7.4
sugarcane,black cotton soil,166.3,78.6,144.5,21.1,74.5,6.8
sugarcane,red Loamy soil,196.3,94.7,143.7,24.0,69.0,7.1
sugarcane,brown Loamy soil,198.8,84.5,134.0,23.7,79.9,6.6
sugarcane,clay Loamy soil,193.5,84.5,140.4,22.5,72.1,8.0
sugarcane,black cotton soil,151.2,99.6,139.8,23.1,76.1,7.7
sugarcane,red Loamy soil,172.0,73.8,132.6,25.0,72.4,7.6
sugarcane,brown Loamy soil,191.4,62.6,122.1,25.6,69.9,6.8
sugarcane,clay Loamy soil,178.9,97.1,125.4,21.7,76.9,7.4
sugarcane,black cotton soil,191.3,91.0,121.2,26.4,76.7,6.8
sugarcane,red Loamy soil,170.6,63.6,137.7,25.4,66.5,7.4
sugarcane,brown Loamy soil,184.3,91.6,127.3,23.2,72.8,7.3
sugarcane,clay Loamy soil,183.1,71.1,139.0,22.4,74.2,7.9
sugarcane,black cotton soil,157.6,68.5,132.5,26.4,69.7,7.1
sugarcane,red Loamy soil,199.1,94.7,124.5,25.0,66.4,7.3
sugarcane,brown Loamy soil,167.3,84.0,137.7,23.4,65.9,6.5
sugarcane,clay Loamy soil,174.3,96.7,131.9,25.1,75.3,6.8
sugarcane,black cotton soil,185.4,84.1,126.9,25.1,74.3,7.8
sugarcane,red Loamy soil,184.3,76.4,144.3,25.4,70.0,7.3
sugarcane,brown Loamy soil,155.4,90.2,146.8,21.8,79.2,6.8
sugarcane,clay Loamy soil,198.1,92.9,122.5,26.3,69.6,8.0
sugarcane,black cotton soil,193.0,87.2,137.2,23.6,75.1,7.4
sugarcane,red Loamy soil,176.6,62.5,123.4,21.9,74.2,7.5
sugarcane,brown Loamy soil,176.2,85.3,143.6,26.5,75.2,6.8
sugarcane,clay Loamy soil,167.8,63.6,126.2,25.4,71.9,6.7
sugarcane,black cotton soil,180.2,98.4,140.6,24.7,71.1,7.6
sugarcane,red Loamy soil,154.7,68.9,147.6,21.3,78.1,7.2
sugarcane,brown Loamy soil,157.9,72.4,132.0,25.6,67.6,6.8
sugarcane,clay Loamy soil,199.3,99.9,141.3,26.4,71.9,7.1
sugarcane,black cotton soil,170.9,72.7,127.0,25.8,76.0,7.9
sugarcane,red Loamy soil,160.5,84.8,124.2,23.6,77.6,7.0
sugarcane,brown Loamy soil,169.8,65.7,129.8,22.2,69.0,6.9
sugarcane,clay Loamy soil,187.0,70.3,125.2,21.3,72.2,6.8
sugarcane,black cotton soil,160.6,84.4,121.4,21.9,65.3,7.2
sugarcane,red Loamy soil,198.2,72.3,131.9,26.4,72.7,7.3
sugarcane,brown Loamy soil,190.7,80.7,124.0,21.1,65.2,7.3
sugarcane,clay Loamy soil,155.5,75.5,124.6,23.7,72.9,7.5
sugarcane,black cotton soil,191.1,78.4,120.2,23.3,76.7,7.3
sugarcane,red Loamy soil,158.2,96.3,123.5,24.6,73.5,7.6
sugarcane,brown Loamy soil,157.7,73.0,125.0,25.1,68.6,6.5
sugarcane,clay Loamy soil,161.8,82.7,145.8,26.2,75.5,7.2
sugarcane,black cotton soil,178.2,75.0,130.0,25.6,72.0,6.6
sugarcane,red Loamy soil,150.4,71.9,131.9,26.8,73.9,7.8
sugarcane,brown Loamy soil,189.3,64.8,139.3,23.1,69.9,7.9
sugarcane,clay Loamy soil,188.5,69.8,147.9,25.3,75.6,8.0
sugarcane,black cotton soil,160.2,97.7,134.8,24.2,73.9,7.7
sugarcane,red Loamy soil,198.5,60.7,120.9,25.7,68.7,6.9
sugarcane,brown Loamy soil,198.1,87.5,149.2,21.4,79.6,7.1
sugarcane,clay Loamy soil,168.7,90.7,121.0,24.0,74.4,7.2
sugarcane,black cotton soil,183.0,73.2,145.0,24.0,79.9,7.5
sugarcane,red Loamy soil,196.2,79.0,125.3,24.0,70.6,7.4
sugarcane,brown Loamy soil,177.5,60.2,126.6,24.6,68.6,7.1
sugarcane,clay Loamy soil,155.1,67.7,139.9,23.8,71.7,7.0
sugarcane,black cotton soil,164.6,72.2,145.6,24.1,72.5,7.1
sugarcane,red Loamy soil,184.4,91.3,140.9,21.6,66.0,7.4
sugarcane,brown Loamy soil,197.3,71.8,137.1,24.6,69.1,7.3
sugarcane,clay Loamy soil,196.8,80.2,129.2,24.1,76.5,6.9
sugarcane,black cotton soil,180.4,61.8,133.0,25.4,69.8,7.2
sugarcane,red Loamy soil,181.4,78.9,139.0,22.5,66.3,6.7
sugarcane,brown Loamy soil,198.4,78.6,124.8,24.4,79.3,7.5
sugarcane,clay Loamy soil,187.2,98.8,148.9,25.5,68.9,6.6
sugarcane,black cotton soil,164.5,86.4,142.6,22.0,67.9,6.5
sugarcane,red Loamy soil,187.2,64.0,126.0,22.1,70.2,6.6
sugarcane,brown Loamy soil,192.6,60.6,147.8,23.3,71.0,6.9
sugarcane,clay Loamy soil,197.1,81.2,147.0,21.2,75.8,7.8
sugarcane,black cotton soil,189.9,87.4,129.7,21.2,69.2,7.8
sugarcane,red Loamy soil,171.2,96.7,149.8,23.6,66.5,7.9
sugarcane,brown Loamy soil,180.1,62.7,131.0,25.3,73.0,7.9
sugarcane,clay Loamy soil,167.0,79.8,143.0,24.1,73.9,7.2
sugarcane,black cotton soil,169.6,96.5,135.8,26.8,68.4,7.3
sugarcane,red Loamy soil,194.0,75.9,144.1,26.4,79.5,7.0
sugarcane,brown Loamy soil,168.0,93.5,141.9,21.6,79.5,6.8
sugarcane,clay Loamy soil,175.3,87.6,140.7,25.1,77.8,7.7
sugarcane,black cotton soil,175.1,67.0,143.2,21.6,77.5,6.9
sugarcane,red Loamy soil,198.4,60.9,148.4,26.5,78.3,6.8
sugarcane,brown Loamy soil,192.6,64.3,135.7,23.1,67.5,7.8
sugarcane,clay Loamy soil,193.0,62.8,143.4,26.6,75.1,7.7
sugarcane,black cotton soil,195.1,85.2,126.8,24.5,68.8,6.6
sugarcane,red Loamy soil,161.0,80.8,130.4,26.5,71.5,8.0
sugarcane,brown Loamy soil,199.7,63.5,121.3,26.0,76.1,7.4
sugarcane,clay Loamy soil,163.0,84.3,138.8,23.8,78.6,7.9
sugarcane,black cotton soil,177.2,84.9,145.8,22.8,79.7,7.2
sugarcane,red Loamy soil,157.5,99.2,124.4,21.6,73.7,7.3
sugarcane,brown Loamy soil,155.8,72.5,145.5,26.4,79.9,7.5
sugarcane,clay Loamy soil,171.7,66.8,143.1,26.3,66.6,7.1
sugarcane,black cotton soil,171.6,99.4,123.5,25.8,74.0,7.5
sugarcane,red Loamy soil,193.5,81.2,127.7,26.0,66.3,7.4
sugarcane,brown Loamy soil,187.8,87.9,138.3,26.9,79.0,7.7
sugarcane,clay Loamy soil,165.1,67.6,141.9,21.2,78.5,7.8
sugarcane,black cotton soil,150.0,98.9,134.5,25.2,78.3,7.8
sugarcane,red Loamy soil,160.8,83.2,145.3,25.1,66.2,7.5
sugarcane,brown Loamy soil,162.9,99.4,123.2,26.7,71.6,8.0
sugarcane,clay Loamy soil,156.5,87.9,140.8,24.4,73.8,6.5
sugarcane,black cotton soil,168.3,61.6,144.0,26.5,71.0,7.8
sugarcane,red Loamy soil,165.4,80.2,122.6,23.6,70.9,6.7
sugarcane,brown Loamy soil,193.1,89.3,123.0,21.4,79.9,6.8
sugarcane,clay Loamy soil,162.8,89.4,138.8,25.7,79.8,7.4
sugarcane,black cotton soil,152.1,64.3,131.5,21.9,79.2,7.5
sugarcane,red Loamy soil,176.5,93.1,137.7,21.2,71.7,6.5
sugarcane,brown Loamy soil,155.8,91.6,134.5,26.4,76.3,6.8
sugarcane,clay Loamy soil,188.9,91.0,122.5,24.8,71.5,7.3
sugarcane,black cotton soil,179.8,81.6,125.8,26.9,77.5,6.8
sugarcane,red Loamy soil,187.3,97.8,134.9,21.4,71.1,7.0
sugarcane,brown Loamy soil,156.1,95.3,138.2,22.3,74.5,7.4
sugarcane,clay Loamy soil,196.3,63.8,134.5,26.0,71.1,7.0
sugarcane,black cotton soil,183.0,88.4,134.9,22.1,66.6,6.8
sugarcane,red Loamy soil,163.4,98.7,144.6,25.8,72.7,7.4
sugarcane,brown Loamy soil,152.8,76.2,128.9,26.4,74.9,7.2
sugarcane,clay Loamy soil,195.6,83.0,139.5,25.3,66.6,7.2
sugarcane,black cotton soil,154.4,82.1,122.6,25.8,67.7,6.6
sugarcane,red Loamy soil,154.6,99.7,142.2,23.5,74.6,7.1
sugarcane,brown Loamy soil,170.6,74.0,139.3,26.4,68.8,7.6
sugarcane,clay Loamy soil,181.0,88.9,123.0,24.1,70.1,6.6
sugarcane,black cotton soil,166.8,77.2,147.2,26.8,75.4,7.7
sugarcane,red Loamy soil,199.9,76.2,134.8,23.0,73.6,6.9
sugarcane,brown Loamy soil,176.1,96.8,129.9,25.3,77.1,6.8
sugarcane,clay Loamy soil,167.5,98.0,141.7,26.2,72.6,7.8
sugarcane,black cotton soil,178.2,70.3,128.1,21.8,77.4,7.1
sugarcane,red Loamy soil,196.2,62.7,122.3,22.7,77.4,7.9
sugarcane,brown Loamy soil,172.1,77.0,124.8,25.2,68.2,7.7
sugarcane,clay Loamy soil,162.5,84.0,138.9,23.6,72.3,7.9
sugarcane,black cotton soil,191.8,73.6,146.5,25.6,78.8,7.3
sugarcane,red Loamy soil,162.3,88.1,148.8,25.3,77.6,7.0
sugarcane,brown Loamy soil,165.5,79.2,136.6,21.3,78.7,7.3
sugarcane,clay Loamy soil,177.5,63.8,137.4,21.0,68.4,6.6
sugarcane,black cotton soil,184.1,94.9,134.5,24.2,71.0,7.4
sugarcane,red Loamy soil,152.8,86.3,149.4,23.4,74.8,7.1
sugarcane,brown Loamy soil,181.8,98.5,127.7,21.3,65.3,7.1
sugarcane,clay Loamy soil,153.0,81.0,140.8,23.9,68.1,8.0
sugarcane,black cotton soil,167.0,70.6,132.3,22.8,74.3,7.3
sugarcane,red Loamy soil,190.7,75.9,129.0,26.3,79.2,7.1
sugarcane,brown Loamy soil,177.5,89.8,148.0,21.4,74.1,7.2
sugarcane,clay Loamy soil,187.6,62.4,127.2,25.0,66.7,7.1
sugarcane,black cotton soil,167.6,90.8,145.9,26.0,72.4,7.9
sugarcane,red Loamy soil,178.4,73.6,134.2,26.7,72.0,7.3
sugarcane,brown Loamy soil,150.4,90.3,129.0,23.2,77.7,7.6
sugarcane,clay Loamy soil,172.6,92.0,134.9,26.9,71.9,7.4
sugarcane,black cotton soil,159.4,87.3,133.8,27.0,79.2,6.5
sugarcane,red Loamy soil,165.0,87.5,125.6,22.9,68.5,7.6
sugarcane,brown Loamy soil,150.1,83.1,139.6,25.3,67.6,7.7
sugarcane,clay Loamy soil,189.6,97.2,137.1,23.6,73.2,7.4
sugarcane,black cotton soil,198.6,87.4,149.9,26.5,67.5,7.9
sugarcane,red Loamy soil,188.9,82.9,143.7,26.6,76.4,6.9
sugarcane,brown Loamy soil,194.7,71.2,128.9,21.9,67.8,7.8
sugarcane,clay Loamy soil,168.9,64.5,143.3,22.7,75.2,7.3
sugarcane,black cotton soil,167.2,76.7,146.7,24.3,76.0,7.3
sugarcane,red Loamy soil,174.4,60.6,130.0,23.8,65.7,6.5
sugarcane,brown Loamy soil,168.0,78.5,125.3,25.1,75.4,6.8
sugarcane,clay Loamy soil,198.3,91.2,146.8,26.0,76.7,7.6
sugarcane,black cotton soil,172.2,78.7,128.8,24.8,65.0,6.9
sugarcane,red Loamy soil,164.0,99.0,140.8,21.4,75.6,7.1
sugarcane,brown Loamy soil,177.8,92.5,126.8,25.9,67.6,6.7
sugarcane,clay Loamy soil,152.9,67.1,120.5,25.4,72.4,7.9
sugarcane,black cotton soil,160.1,94.2,131.2,22.5,75.8,7.7
sugarcane,red Loamy soil,165.5,63.5,148.5,22.6,75.1,6.6
sugarcane,brown Loamy soil,177.1,63.0,132.4,22.2,71.4,6.7
sugarcane,clay Loamy soil,150.3,97.5,123.6,21.9,73.1,8.0
sugarcane,black cotton soil,156.6,84.1,146.0,26.8,74.3,7.2
sugarcane,red Loamy soil,164.4,99.9,149.5,26.1,66.0,6.8
sugarcane,brown Loamy soil,194.0,77.5,145.9,25.3,69.1,7.4
sugarcane,clay Loamy soil,188.8,85.4,126.0,24.1,79.5,7.3
sugarcane,black cotton soil,153.7,68.7,147.2,23.2,71.0,7.1
sugarcane,red Loamy soil,160.4,94.7,138.4,24.3,77.5,6.6
sugarcane,brown Loamy soil,165.3,95.3,123.5,23.7,77.5,7.3
sugarcane,clay Loamy soil,164.3,86.5,146.2,25.4,74.9,7.3
sugarcane,black cotton soil,157.1,86.4,139.9,22.2,76.3,7.9
sugarcane,red Loamy soil,194.3,78.4,128.9,26.2,74.3,6.5
sugarcane,brown Loamy soil,161.1,96.4,121.6,22.6,75.5,7.2
sugarbeet,well-drained soil,146.2,60.7,74.4,20.7,73.5,7.3
sugarbeet,sandy Loamy soil,101.5,63.5,72.4,20.0,65.7,7.8
sugarbeet,clay Loamy soil ,100.9,72.0,62.8,22.9,71.5,7.8
sugarbeet,well-drained soil,124.9,77.9,79.3,24.6,77.5,7.9
sugarbeet,sandy Loamy soil,142.7,69.0,66.2,24.8,79.2,6.4
sugarbeet,clay Loamy soil ,138.8,68.7,70.6,17.9,69.7,7.2
sugarbeet,well-drained soil,115.6,76.7,78.2,24.7,66.8,7.4
sugarbeet,sandy Loamy soil,114.8,77.7,73.1,18.0,74.9,6.5
sugarbeet,clay Loamy soil ,113.1,64.9,69.2,17.2,69.4,6.9
sugarbeet,well-drained soil,114.4,67.0,60.4,19.0,78.1,6.9
sugarbeet,sandy Loamy soil,113.5,75.3,79.5,21.8,72.5,7.1
sugarbeet,clay Loamy soil ,118.5,74.2,63.3,24.3,74.6,6.4
sugarbeet,well-drained soil,133.7,66.1,65.5,18.2,68.1,7.8
sugarbeet,sandy Loamy soil,116.5,74.3,68.5,15.9,73.0,6.2
sugarbeet,clay Loamy soil ,127.8,71.2,68.2,24.1,73.4,7.2
sugarbeet,well-drained soil,106.1,65.5,60.3,19.8,69.3,6.6
sugarbeet,sandy Loamy soil,135.3,71.9,77.3,22.1,78.5,6.7
sugarbeet,clay Loamy soil ,100.8,61.9,73.6,18.2,75.1,6.2
sugarbeet,well-drained soil,126.8,66.5,65.1,23.0,79.6,6.5
sugarbeet,sandy Loamy soil,107.0,76.1,62.4,18.4,65.8,6.5
sugarbeet,clay Loamy soil ,149.8,61.4,65.0,16.1,73.7,7.2
sugarbeet,well-drained soil,125.4,73.6,72.6,18.3,72.0,7.2
sugarbeet,sandy Loamy soil,115.2,77.8,76.3,16.7,75.1,6.0
sugarbeet,clay Loamy soil ,129.4,63.3,74.6,17.5,67.0,6.9
sugarbeet,well-drained soil,111.4,75.2,72.1,21.5,77.2,6.2
sugarbeet,sandy Loamy soil,108.5,63.1,69.3,21.9,73.0,7.3
sugarbeet,clay Loamy soil ,123.3,61.5,74.4,20.1,77.0,6.4
sugarbeet,well-drained soil,115.1,63.1,79.9,17.5,73.1,7.7
sugarbeet,sandy Loamy soil,128.0,72.1,74.0,15.8,79.1,6.4
sugarbeet,clay Loamy soil ,149.5,60.0,65.9,19.1,74.0,6.5
sugarbeet,well-drained soil,121.8,61.6,66.3,22.5,65.9,7.2
sugarbeet,sandy Loamy soil,143.9,73.6,68.7,23.4,69.8,7.3
sugarbeet,clay Loamy soil ,133.5,67.0,60.4,19.2,75.9,7.0
sugarbeet,well-drained soil,111.5,62.0,69.1,18.4,74.8,6.0
sugarbeet,sandy Loamy soil,149.4,73.2,62.7,17.0,65.1,8.0
sugarbeet,clay Loamy soil ,148.2,62.2,71.8,21.0,72.7,7.4
sugarbeet,well-drained soil,109.8,75.4,75.2,24.6,70.8,6.8
sugarbeet,sandy Loamy soil,142.4,72.1,70.1,15.4,69.2,7.8
sugarbeet,clay Loamy soil ,122.2,74.3,60.7,18.7,66.6,7.2
sugarbeet,well-drained soil,149.3,70.5,69.3,21.7,77.8,6.5
sugarbeet,sandy Loamy soil,108.9,65.0,62.2,24.6,72.5,6.7
sugarbeet,clay Loamy soil ,119.6,62.2,66.8,18.7,76.2,6.9
sugarbeet,well-drained soil,126.2,60.1,75.6,24.1,70.0,7.0
sugarbeet,sandy Loamy soil,111.8,62.6,65.1,24.9,71.3,7.8
sugarbeet,clay Loamy soil ,117.2,60.4,68.8,21.3,65.6,7.4
sugarbeet,well-drained soil,149.3,67.9,79.6,22.5,76.0,7.5
sugarbeet,sandy Loamy soil,146.7,73.1,67.3,18.1,70.8,7.8
sugarbeet,clay Loamy soil ,125.6,71.8,74.4,24.4,65.6,6.5
sugarbeet,well-drained soil,148.7,64.1,67.5,17.9,75.3,6.1
sugarbeet,sandy Loamy soil,140.0,76.7,74.3,21.1,79.5,7.4
sugarbeet,clay Loamy soil ,125.5,71.5,77.2,18.6,76.3,6.6
sugarbeet,well-drained soil,136.0,60.6,61.7,21.9,69.3,6.2
sugarbeet,sandy Loamy soil,134.1,74.0,60.2,19.2,71.3,7.2
sugarbeet,clay Loamy soil ,125.6,68.3,68.0,21.5,79.3,7.7
sugarbeet,well-drained soil,106.6,60.0,72.9,23.7,77.9,7.5
sugarbeet,sandy Loamy soil,101.0,78.5,74.7,21.3,66.1,6.9
sugarbeet,clay Loamy soil ,111.3,65.1,74.7,20.7,69.2,6.7
sugarbeet,well-drained soil,129.5,64.1,72.5,24.2,66.3,7.4
sugarbeet,sandy Loamy soil,105.4,78.7,68.3,17.8,70.8,6.7
sugarbeet,clay Loamy soil ,107.0,67.7,77.2,19.5,77.2,7.5
sugarbeet,well-drained soil,142.1,69.6,75.1,21.8,73.2,8.0
sugarbeet,sandy Loamy soil,135.4,63.4,69.9,17.2,69.1,6.5
sugarbeet,clay Loamy soil ,127.9,65.0,64.0,23.7,68.9,7.0
sugarbeet,well-drained soil,132.2,75.2,69.2,17.4,69.8,7.4
sugarbeet,sandy Loamy soil,125.7,67.7,65.6,19.2,73.1,7.4
sugarbeet,clay Loamy soil ,102.5,73.2,64.3,17.5,69.8,6.8
sugarbeet,well-drained soil,140.2,79.8,60.3,18.5,69.8,6.6
sugarbeet,sandy Loamy soil,108.4,69.4,72.5,23.8,73.0,7.6
sugarbeet,clay Loamy soil ,120.3,66.3,71.0,17.0,68.4,6.5
sugarbeet,well-drained soil,139.0,66.1,75.4,19.0,69.0,6.2
sugarbeet,sandy Loamy soil,129.0,60.6,64.4,17.9,78.7,6.8
sugarbeet,clay Loamy soil ,104.0,61.2,60.4,20.3,69.8,6.1
sugarbeet,well-drained soil,135.1,61.6,64.6,18.2,65.2,7.4
sugarbeet,sandy Loamy soil,138.7,61.4,76.8,23.1,72.4,7.4
sugarbeet,clay Loamy soil ,141.7,75.2,77.4,15.4,74.2,7.0
sugarbeet,well-drained soil,131.6,73.5,76.9,23.9,72.9,6.2
sugarbeet,sandy Loamy soil,141.7,70.4,73.2,15.4,68.9,7.1
sugarbeet,clay Loamy soil ,130.4,62.7,61.3,23.5,69.3,7.1
sugarbeet,well-drained soil,148.2,74.9,60.1,19.3,69.0,6.3
sugarbeet,sandy Loamy soil,104.7,68.1,79.0,17.1,68.9,7.1
sugarbeet,clay Loamy soil ,147.5,76.4,72.4,21.3,67.7,7.8
sugarbeet,well-drained soil,132.2,75.0,66.0,20.9,67.0,6.6
sugarbeet,sandy Loamy soil,100.5,68.6,72.4,22.5,69.5,6.8
sugarbeet,clay Loamy soil ,117.2,62.8,76.4,17.1,79.4,7.8
sugarbeet,well-drained soil,107.5,77.5,63.8,19.9,79.6,6.6
sugarbeet,sandy Loamy soil,120.2,64.6,66.4,17.6,67.0,7.0
sugarbeet,clay Loamy soil ,129.5,74.2,72.4,17.6,75.4,7.5
sugarbeet,well-drained soil,140.3,65.8,75.9,18.0,66.5,6.1
sugarbeet,sandy Loamy soil,131.0,72.3,63.2,16.0,66.1,7.4
sugarbeet,clay Loamy soil ,143.4,63.7,71.8,17.4,69.9,7.4
sugarbeet,well-drained soil,124.7,73.9,73.4,22.2,69.1,7.5
sugarbeet,sandy Loamy soil,115.3,75.4,69.2,16.7,69.5,7.9
sugarbeet,clay Loamy soil ,101.9,78.7,76.0,20.2,71.6,6.7
sugarbeet,well-drained soil,145.7,64.5,77.8,22.7,69.4,7.3
sugarbeet,sandy Loamy soil,102.3,61.4,61.5,16.7,78.9,7.4
sugarbeet,clay Loamy soil ,124.7,64.5,71.3,19.5,71.0,6.4
sugarbeet,well-drained soil,120.4,76.9,70.5,20.9,71.7,8.0
sugarbeet,sandy Loamy soil,109.1,61.0,72.0,19.9,69.2,7.0
sugarbeet,clay Loamy soil ,122.4,61.7,72.9,20.5,77.1,6.1
sugarbeet,well-drained soil,137.7,65.3,75.8,24.6,73.1,8.0
sugarbeet,sandy Loamy soil,143.1,73.2,73.1,20.1,79.9,7.0
sugarbeet,clay Loamy soil ,147.8,78.1,60.9,15.9,68.6,7.5
sugarbeet,well-drained soil,117.7,71.3,68.8,23.6,68.1,7.9
sugarbeet,sandy Loamy soil,113.4,70.5,77.3,21.5,75.3,7.3
sugarbeet,clay Loamy soil ,102.0,63.7,79.9,16.3,65.2,6.9
sugarbeet,well-drained soil,130.0,69.9,62.5,19.3,74.1,6.8
sugarbeet,sandy Loamy soil,143.0,61.5,76.8,22.2,66.2,7.7
sugarbeet,clay Loamy soil ,146.0,74.3,79.9,22.4,65.1,6.4
sugarbeet,well-drained soil,103.5,76.9,78.3,19.4,67.9,7.1
sugarbeet,sandy Loamy soil,107.6,60.6,66.3,15.3,77.8,7.1
sugarbeet,clay Loamy soil ,137.8,62.9,67.9,20.7,65.2,7.4
sugarbeet,well-drained soil,112.2,66.6,77.0,21.8,71.7,7.6
sugarbeet,sandy Loamy soil,148.2,78.4,66.9,20.7,69.7,7.5
sugarbeet,clay Loamy soil ,125.0,61.4,77.8,23.6,70.8,6.3
sugarbeet,well-drained soil,133.8,73.4,79.6,19.5,66.9,6.7
sugarbeet,sandy Loamy soil,144.0,64.4,70.5,19.4,70.7,7.0
sugarbeet,clay Loamy soil ,104.2,74.9,78.0,16.2,78.8,6.7
sugarbeet,well-drained soil,121.2,75.8,79.5,17.2,78.0,6.8
sugarbeet,sandy Loamy soil,134.1,76.8,66.5,23.3,75.9,6.1
sugarbeet,clay Loamy soil ,141.5,65.9,63.4,20.0,74.8,6.3
sugarbeet,well-drained soil,137.6,74.8,66.1,23.0,67.1,7.3
sugarbeet,sandy Loamy soil,144.3,70.4,62.6,18.6,74.9,7.3
sugarbeet,clay Loamy soil ,128.0,68.7,77.9,22.1,66.8,7.8
sugarbeet,well-drained soil,106.0,64.4,68.0,16.9,79.2,7.6
sugarbeet,sandy Loamy soil,111.2,67.8,71.3,21.1,68.2,6.9
sugarbeet,clay Loamy soil ,136.5,74.1,75.8,23.5,71.1,7.3
sugarbeet,well-drained soil,146.7,65.0,70.0,23.5,75.2,6.7
sugarbeet,sandy Loamy soil,138.7,76.2,60.0,22.1,78.1,6.4
sugarbeet,clay Loamy soil ,140.9,77.5,76.2,15.1,75.6,7.1
sugarbeet,well-drained soil,131.7,70.5,78.1,20.4,67.5,6.1
sugarbeet,sandy Loamy soil,120.3,69.0,67.5,21.4,78.2,6.5
sugarbeet,clay Loamy soil ,142.7,72.8,68.5,21.8,77.1,7.1
sugarbeet,well-drained soil,129.5,79.7,67.8,15.8,70.9,7.3
sugarbeet,sandy Loamy soil,136.1,74.3,70.4,16.0,66.8,6.4
sugarbeet,clay Loamy soil ,103.0,64.8,68.7,18.8,65.5,7.3
sugarbeet,well-drained soil,100.5,61.0,74.7,18.5,72.3,6.1
sugarbeet,sandy Loamy soil,102.3,78.6,61.3,22.3,73.2,6.3
sugarbeet,clay Loamy soil ,116.7,67.9,77.9,19.5,71.2,6.5
sugarbeet,well-drained soil,114.5,62.5,70.6,22.2,73.9,7.4
sugarbeet,sandy Loamy soil,149.7,73.5,71.1,24.3,69.1,6.1
sugarbeet,clay Loamy soil ,148.8,66.4,79.7,15.7,76.4,6.9
sugarbeet,well-drained soil,120.5,79.7,74.9,24.8,73.4,6.6
sugarbeet,sandy Loamy soil,148.6,79.9,68.5,17.9,79.5,7.1
sugarbeet,clay Loamy soil ,134.0,73.8,78.2,20.8,76.2,7.9
sugarbeet,well-drained soil,149.5,77.6,67.9,24.7,72.5,6.6
sugarbeet,sandy Loamy soil,130.3,64.5,78.6,21.0,70.3,7.8
sugarbeet,clay Loamy soil ,100.3,64.3,71.7,16.7,70.3,6.0
sugarbeet,well-drained soil,109.1,61.6,63.2,22.5,74.7,7.1
sugarbeet,sandy Loamy soil,109.5,72.7,78.7,22.8,79.0,6.5
sugarbeet,clay Loamy soil ,115.8,70.5,77.2,18.1,75.3,7.9
sugarbeet,well-drained soil,141.7,79.5,74.0,15.6,65.3,6.3
sugarbeet,sandy Loamy soil,136.0,67.3,62.3,17.5,74.5,7.4
sugarbeet,clay Loamy soil ,139.8,66.5,66.9,15.2,70.3,6.7
sugarbeet,well-drained soil,111.8,72.3,60.6,18.1,77.7,8.0
sugarbeet,sandy Loamy soil,105.5,71.8,62.2,20.8,65.1,6.9
sugarbeet,clay Loamy soil ,137.7,76.0,77.8,19.5,67.2,7.2
sugarbeet,well-drained soil,122.2,62.2,71.1,24.7,76.4,6.8
sugarbeet,sandy Loamy soil,102.2,73.9,69.1,24.5,66.6,7.7
sugarbeet,clay Loamy soil ,142.1,68.0,67.5,19.4,65.1,7.8
sugarbeet,well-drained soil,137.8,70.6,65.7,23.9,77.5,7.2
sugarbeet,sandy Loamy soil,129.8,68.9,79.9,23.8,78.2,7.9
sugarbeet,clay Loamy soil ,135.9,74.2,69.4,17.1,77.4,7.2
sugarbeet,well-drained soil,146.0,69.8,65.9,17.6,74.9,6.8
sugarbeet,sandy Loamy soil,135.7,67.0,67.1,16.6,75.8,7.5
sugarbeet,clay Loamy soil ,146.1,76.0,73.2,24.2,76.1,7.3
sugarbeet,well-drained soil,112.2,64.2,80.0,19.0,65.8,7.1
sugarbeet,sandy Loamy soil,101.5,70.6,60.9,17.2,78.2,8.0
sugarbeet,clay Loamy soil ,118.8,77.7,72.8,19.5,78.1,6.6
